id,latitude,longitude,price,bedrooms,accommodates,room_type,neighbourhood_cleansed,review_scores_rating,minimum_nights,nearest_event,event_date,event_category,distance_to_event_km,temp_avg_c,precipitation_mm,is_outdoor_season,is_peak_summer
40656549,38.91688,-77.02965,128.0,1.0,2,Private room,"Howard University, Le Droit Park, Cardozo/Shaw",4.95,2,Men At Work,2026-09-20,Music,0.08114208621858127,22.1,90.0,1.0,0.0
40706032,38.92925,-77.02184,86.0,1.0,2,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.8,3,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,0.8108713031853371,19.9,104.0,1.0,0.0
40712972,38.90614,-77.01633,131.0,1.0,2,Private room,"Shaw, Logan Circle",5.0,31,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,0.7003739055202494,15.7,82.0,1.0,0.0
40717616,38.95288,-77.02325,250.0,4.0,10,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.81,3,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,3.434124851995576,19.9,104.0,1.0,0.0
40748525,38.91398,-77.02973,123.0,1.0,4,Private room,"Shaw, Logan Circle",4.89,1,Men At Work,2026-09-20,Music,0.38560958661184525,22.1,90.0,1.0,0.0
40750190,38.91471,-77.02821,119.0,0.0,2,Entire home/apt,"Howard University, Le Droit Park, Cardozo/Shaw",4.76,2,Men At Work,2026-09-20,Music,0.306670479195658,22.1,90.0,1.0,0.0
40779306,38.90642,-76.98466,97.0,1.0,4,Entire home/apt,"Ivy City, Arboretum, Trinidad, Carver Langston",4.93,2,Diplo,2026-05-22,Music,1.8109082121393472,19.9,104.0,1.0,0.0
40826512,38.90612,-76.98698,,1.0,2,Entire home/apt,"Ivy City, Arboretum, Trinidad, Carver Langston",5.0,31,Diplo,2026-05-22,Music,1.9574845657270488,19.9,104.0,1.0,0.0
40897645,38.92682,-76.97387,365.0,6.0,12,Entire home/apt,"Brookland, Brentwood, Langdon",4.73,1,Diplo,2026-05-22,Music,0.7805110388270853,19.9,104.0,1.0,0.0
40915258,38.97269,-77.0647,123.0,1.0,2,Entire home/apt,"Hawthorne, Barnaby Woods, Chevy Chase",4.96,30,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,6.536802664089447,9.7,85.0,0.0,0.0
40917369,38.89016,-76.98758,90.0,1.0,1,Private room,"Capitol Hill, Lincoln Park",4.97,5,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,1.002311426652314,27.1,94.0,1.0,1.0
40950741,38.90595,-77.02562,43.0,1.0,1,Shared room,"Shaw, Logan Circle",4.45,1,The James Hunter Six,2026-04-19,Music,0.5448230252293,14.8,82.0,1.0,0.0
40950757,38.90557,-77.02733,48.0,1.0,1,Shared room,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",4.42,1,The James Hunter Six,2026-04-19,Music,0.39174528070571313,14.8,82.0,1.0,0.0
40950769,38.90534,-77.02759,49.0,1.0,1,Shared room,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",4.76,1,The James Hunter Six,2026-04-19,Music,0.36138694511376585,14.8,82.0,1.0,0.0
40950779,38.90592,-77.02764,56.0,1.0,1,Shared room,"Shaw, Logan Circle",3.88,1,The James Hunter Six,2026-04-19,Music,0.38492910989762547,14.8,82.0,1.0,0.0
40950787,38.90607,-77.0276,60.0,1.0,1,Shared room,"Shaw, Logan Circle",4.44,1,The James Hunter Six,2026-04-19,Music,0.3964167878939744,14.8,82.0,1.0,0.0
40950797,38.90546,-77.02606,60.0,1.0,1,Shared room,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",4.44,1,The James Hunter Six,2026-04-19,Music,0.49123793877523747,14.8,82.0,1.0,0.0
40950820,38.90721,-77.02621,92.0,1.0,1,Shared room,"Shaw, Logan Circle",4.67,1,The James Hunter Six,2026-04-19,Music,0.567062219322947,14.8,82.0,1.0,0.0
40961021,38.899914,-77.03313,217.0,1.0,3,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",4.08,1,The Book of Mormon (Touring),2026-04-28,Arts & Theatre,0.4637975726318625,14.8,82.0,1.0,0.0
40988436,38.96938,-77.02518,52.0,1.0,1,Private room,"Takoma, Brightwood, Manor Park",4.88,75,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,5.276369325263234,19.9,104.0,1.0,0.0
41024183,38.899914,-77.03313,217.0,1.0,3,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",4.38,1,The Book of Mormon (Touring),2026-04-28,Arts & Theatre,0.4637975726318625,14.8,82.0,1.0,0.0
41028528,38.89717,-77.0001,177.0,2.0,4,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.81,2,"Wizards v Heat (City Edition T-Shirt - First 15,000 Fans)",2026-04-10,Sports,1.7248653948473336,14.8,82.0,1.0,0.0
41030878,38.92686,-77.04319,70.0,1.0,1,Entire home/apt,"Kalorama Heights, Adams Morgan, Lanier Heights",,60,Men At Work,2026-09-20,Music,1.6171384360180059,22.1,90.0,1.0,0.0
41049584,38.89067,-76.9485,61.0,,2,Entire home/apt,"River Terrace, Benning, Greenway, Dupont Park",4.86,1,Vans Warped Tour DC,2026-06-13,Music,2.2308612995145753,24.5,91.0,1.0,0.0
41049930,38.86385,-76.96848,,6.0,16,Entire home/apt,"Fairfax Village, Naylor Gardens, Hillcrest, Summit Park",4.51,3,Washington Mystics vs. New York Liberty,2026-05-10,Sports,2.7252832143411725,19.9,104.0,1.0,0.0
41062883,38.92256,-77.07653,159.0,1.0,3,Private room,"Cathedral Heights, McLean Gardens, Glover Park",4.8,1,Georgetown Hoyas Football vs. Holy Cross Crusaders Football,2026-11-07,Sports,0.8753968617998436,9.7,85.0,0.0,0.0
41132050,38.88561,-76.94123,98.0,2.0,4,Entire home/apt,"Capitol View, Marshall Heights, Benning Heights",4.82,3,Vans Warped Tour DC,2026-06-13,Music,2.8820988699372347,24.5,91.0,1.0,0.0
41151596,38.93401,-76.99097,70.0,1.0,3,Private room,"Brookland, Brentwood, Langdon",4.94,1,Diplo,2026-05-22,Music,2.223783897644312,19.9,104.0,1.0,0.0
41152512,38.93564,-76.99146,70.0,1.0,4,Private room,"North Michigan Park, Michigan Park, University Heights",4.89,1,Diplo,2026-05-22,Music,2.384057452721988,19.9,104.0,1.0,0.0
41152887,38.93548,-76.99314,75.0,1.0,2,Private room,"North Michigan Park, Michigan Park, University Heights",4.87,1,Diplo,2026-05-22,Music,2.472123002549788,19.9,104.0,1.0,0.0
41195183,38.90271,-76.99023,101.0,1.0,4,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.88,1,Vans Warped Tour DC,2026-06-13,Music,2.0439048494918706,24.5,91.0,1.0,0.0
41204749,38.89322,-76.92992,307.0,1.0,12,Private room,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",5.0,31,Vans Warped Tour DC,2026-06-13,Music,3.858824541818465,24.5,91.0,1.0,0.0
41235661,38.88191,-76.92883,61.0,1.0,2,Private room,"Capitol View, Marshall Heights, Benning Heights",5.0,31,Vans Warped Tour DC,2026-06-13,Music,4.010487338089064,24.5,91.0,1.0,0.0
41258738,38.93327877398674,-77.03220874305077,135.0,1.0,4,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.8,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.6312525180563742,19.9,104.0,1.0,0.0
41319051,38.924332,-77.042625,135.0,1.0,2,Entire home/apt,"Kalorama Heights, Adams Morgan, Lanier Heights",4.82,4,Men At Work,2026-09-20,Music,1.4089502092157986,22.1,90.0,1.0,0.0
41320138,38.91021,-77.01136,195.0,2.0,5,Entire home/apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",4.63,1,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,1.015530171898463,14.8,82.0,1.0,0.0
41324936,38.95207,-77.02736,,1.0,2,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.45,1,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,3.3928154845775733,19.9,104.0,1.0,0.0
41326764,38.92777,-77.03022,175.0,2.0,4,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.12,3,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.086085045989243,19.9,104.0,1.0,0.0
41342070,38.88446,-76.98954,176.0,1.0,3,Entire home/apt,"Capitol Hill, Lincoln Park",4.93,3,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.37478922679794524,27.1,94.0,1.0,1.0
41344281,38.85897,-76.98788,46.0,1.0,2,Private room,"Sheridan, Barry Farm, Buena Vista",4.76,2,Washington Mystics vs. New York Liberty,2026-05-10,Sports,1.3786955629050783,19.9,104.0,1.0,0.0
41352395,38.90192,-76.99402,132.0,2.0,6,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.97,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,2.218905945399311,27.1,94.0,1.0,1.0
41377434,38.88819,-76.98765,112.0,1.0,2,Entire home/apt,"Capitol Hill, Lincoln Park",4.87,3,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.8062113323900689,27.1,94.0,1.0,1.0
41481671,38.93286,-77.0421,121.0,2.0,6,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.94,1,Men At Work,2026-09-20,Music,2.059366792998703,22.1,90.0,1.0,0.0
41498029,38.90969,-77.06066,141.0,1.0,4,Entire home/apt,"Georgetown, Burleith/Hillandale",4.79,2,Bluey's Big Play - The Stage Show,2026-06-24,Arts & Theatre,1.4357182113700977,24.5,91.0,1.0,0.0
41506645,38.93218,-77.03203,,1.0,2,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.8,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.5296279209168384,19.9,104.0,1.0,0.0
41519309,38.87881,-77.00773049999998,270.0,1.0,2,Entire home/apt,"Near Southeast, Navy Yard",2.0,31,Foo Fighters: TAKE COVER TOUR 2026,2026-08-17,Music,0.6460751201766272,26.2,99.0,1.0,1.0
41524252,38.94417,-76.99844,70.0,0.0,2,Entire home/apt,"North Michigan Park, Michigan Park, University Heights",4.69,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,3.0820780010106485,19.9,104.0,1.0,0.0
41537206,38.9116,-77.01072,339.0,3.0,8,Entire home/apt,"Edgewood, Bloomingdale, Truxton Circle, Eckington",4.97,3,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.9879696578024953,14.8,82.0,1.0,0.0
41566665,38.91347,-77.01827,,1.0,4,Entire home/apt,"Shaw, Logan Circle",4.61,1,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.31891860758784624,14.8,82.0,1.0,0.0
41574604,38.93847,-76.98761,277.0,4.0,8,Entire home/apt,"North Michigan Park, Michigan Park, University Heights",4.86,4,Diplo,2026-05-22,Music,2.4340531096225524,19.9,104.0,1.0,0.0
41596294,38.89267,-76.9861,78.0,0.0,4,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.88,2,Vans Warped Tour DC,2026-06-13,Music,1.0990207481428225,24.5,91.0,1.0,0.0
41608376,38.9034401,-77.01598609999996,193.0,1.0,2,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",5.0,31,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,0.4837587270608792,15.7,82.0,1.0,0.0
41636721,38.8955221,-77.0227607,,1.0,2,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",5.0,31,Glow Block Party: Chris Lake,2026-04-18,Music,0.2557848594059287,14.8,82.0,1.0,0.0
41646213,38.91278,-77.01123,80.0,1.0,1,Private room,"Edgewood, Bloomingdale, Truxton Circle, Eckington",4.82,2,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.8987017884920012,14.8,82.0,1.0,0.0
41655384,38.89662,-76.98212,101.0,1.0,1,Private room,"Union Station, Stanton Park, Kingman Park",,31,Vans Warped Tour DC,2026-06-13,Music,1.07174179727473,24.5,91.0,1.0,0.0
41656697,38.88182,-76.98085,102.0,1.0,2,Private room,"Capitol Hill, Lincoln Park",4.9,2,Vans Warped Tour DC,2026-06-13,Music,1.0025531491108075,24.5,91.0,1.0,0.0
41681396,38.93057,-77.03943,136.0,1.0,2,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.92,2,Men At Work,2026-09-20,Music,1.7204422833214896,22.1,90.0,1.0,0.0
41686973,38.91617,-77.02969,,2.0,4,Entire home/apt,"Howard University, Le Droit Park, Cardozo/Shaw",4.97,2,Men At Work,2026-09-20,Music,0.1495082520519433,22.1,90.0,1.0,0.0
41738460,38.94291,-77.01304,75.0,1.0,3,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.6,31,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,2.390931987298393,19.9,104.0,1.0,0.0
41853446,38.92733,-77.02784,36.0,1.0,1,Private room,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.64,7,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,0.8936009332473777,19.9,104.0,1.0,0.0
41862620,38.85986,-76.99048,56.0,2.0,3,Entire home/apt,"Sheridan, Barry Farm, Buena Vista",4.81,28,Washington Mystics vs. New York Liberty,2026-05-10,Sports,1.4497371972478397,19.9,104.0,1.0,0.0
41872750,38.900449,-77.000936,,1.0,2,Entire home/apt,"Union Station, Stanton Park, Kingman Park",3.0,31,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,1.6719999466352056,15.7,82.0,1.0,0.0
41873907,38.91525,-77.01656,,2.0,9,Entire home/apt,"Howard University, Le Droit Park, Cardozo/Shaw",4.61,2,Juvenile’s Boiling Point Album Release Tour w/ The 400 Degreez Band,2026-04-17,Music,0.3923106883065966,14.8,82.0,1.0,0.0
41875412,38.8955221,-77.0227607,243.0,1.0,2,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",5.0,31,Glow Block Party: Chris Lake,2026-04-18,Music,0.2557848594059287,14.8,82.0,1.0,0.0
41876638,38.8955221,-77.0227607,,1.0,2,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",5.0,31,Glow Block Party: Chris Lake,2026-04-18,Music,0.2557848594059287,14.8,82.0,1.0,0.0
41924071,38.905065,-77.051708,,1.0,2,Entire home/apt,"West End, Foggy Bottom, GWU",,31,Bluey's Big Play - The Stage Show,2026-06-24,Arts & Theatre,0.5588374234121947,24.5,91.0,1.0,0.0
41929080,38.89051818847656,-76.98750305175781,92.0,1.0,4,Entire home/apt,"Capitol Hill, Lincoln Park",4.86,31,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,1.0412528868659174,27.1,94.0,1.0,1.0
41983676,38.94867965992893,-77.02598421231147,,,4,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.8,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,3.0005486488476425,19.9,104.0,1.0,0.0
42016076,38.91479,-77.04083,170.0,1.0,4,Entire home/apt,"Dupont Circle, Connecticut Avenue/K Street",5.0,4,Men At Work,2026-09-20,Music,1.0645140775642665,22.1,90.0,1.0,0.0
42033350,38.900449,-77.000936,,1.0,2,Entire home/apt,"Union Station, Stanton Park, Kingman Park",,31,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,1.6719999466352056,15.7,82.0,1.0,0.0
42033815,38.90072,-77.01875,232.0,1.0,2,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",5.0,31,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,0.13068985134694835,15.7,82.0,1.0,0.0
42034729,38.905065,-77.051708,,1.0,2,Entire home/apt,"West End, Foggy Bottom, GWU",3.0,31,Bluey's Big Play - The Stage Show,2026-06-24,Arts & Theatre,0.5588374234121947,24.5,91.0,1.0,0.0
42037592,38.88075,-76.99384,115.0,1.0,2,Entire home/apt,"Capitol Hill, Lincoln Park",4.93,2,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.1810326442964559,27.1,94.0,1.0,1.0
42046602,38.889133,-76.998711,258.0,2.0,6,Entire home/apt,"Capitol Hill, Lincoln Park",4.97,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,0.9581721415270799,27.1,94.0,1.0,1.0
42068276,38.95824,-77.02365,,4.0,7,Entire home/apt,"Brightwood Park, Crestwood, Petworth",4.94,32,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,4.0309850424555504,19.9,104.0,1.0,0.0
42073006,38.89574,-76.99283,101.0,1.0,3,Entire home/apt,"Union Station, Stanton Park, Kingman Park",4.91,1,Washington Nationals vs New York Yankees: Marvel's Captain America Bobblehead,2026-07-10,Sports,1.528085239013822,27.1,94.0,1.0,1.0
42090210,38.88801,-76.98443,111.0,1.0,3,Entire home/apt,"Capitol Hill, Lincoln Park",4.96,2,Vans Warped Tour DC,2026-06-13,Music,0.8947450127431612,24.5,91.0,1.0,0.0
42108852,38.90072,-77.01875,214.0,1.0,2,Entire home/apt,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",5.0,31,"JOSH THOMAS: JIGGLE, JIGGLE",2026-10-15,Arts & Theatre,0.13068985134694835,15.7,82.0,1.0,0.0
42130320,38.89426,-76.95507,,2.0,4,Entire home/apt,"River Terrace, Benning, Greenway, Dupont Park",4.58,31,Vans Warped Tour DC,2026-06-13,Music,1.7489909815705493,24.5,91.0,1.0,0.0
42199762,38.93455,-77.03254,87.0,1.0,4,Entire home/apt,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",4.84,2,Howard University Bison Football vs. Richmond Spiders Football,2026-05-17,Sports,1.7588964739113397,19.9,104.0,1.0,0.0
